Unnamed: 0,Against,Team,Bowler,Overs,Maidens,Runs,Wickets,Economy,match_id,is_plate,bowling_position
11,HP,GOA,Darshan Misal,6.0,0,41,1,0,GOAvsHP,False,5
12,HP,GOA,Lalit Yadav,10.0,0,43,0,0,GOAvsHP,False,6
0,GOA,PUN,Arshdeep Singh,6.0,0,26,2,0,GOAvsPUN,False,1
1,GOA,PUN,Sukhdeep Bajwa,4.0,0,32,2,0,GOAvsPUN,False,2
2,GOA,PUN,Gurnoor Brar,5.0,0,46,0,0,GOAvsPUN,False,3
3,GOA,PUN,Krish Bhagat,4.3,0,33,2,0,GOAvsPUN,False,4
4,GOA,PUN,Markande,8.0,0,29,3,0,GOAvsPUN,False,5
5,GOA,PUN,Naman Dhir,6.0,1,37,1,0,GOAvsPUN,False,6
6,PUN,GOA,Vasuki Koushik,8.0,0,22,2,0,GOAvsPUN,False,1
7,PUN,GOA,Arjun Tendulkar,6.0,0,48,0,0,GOAvsPUN,False,2
8,PUN,GOA,Shubham Tari,6.0,0,49,1,0,GOAvsPUN,False,3
9,PUN,GOA,Lalit Yadav,5.0,0,34,1,0,GOAvsPUN,False,4
10,PUN,GOA,Deepraj Gaonkar (c),6.0,0,23,0,0,GOAvsPUN,False,5
11,PUN,GOA,Vikash Kanwar Singh,4.0,0,34,0,0,GOAvsPUN,False,6
0,GOA,SKM,Palzor Tamang,10.0,0,61,2,0,GOAvsSKM,False,1
1,GOA,SKM,Kranthi Kumar,10.0,0,51,1,0,GOAvsSKM,False,2
2,GOA,SKM,Gurinder Singh,9.0,1,51,2,0,GOAvsSKM,False,3
3,GOA,SKM,Abishek Kumar,9.0,1,55,1,0,GOAvsSKM,False,4
4,GOA,SKM,Lee Yong Lepcha (c),6.0,0,46,0,0,GOAvsSKM,False,5
5,GOA,SKM,Ankur Malik,2.0,0,16,0,0,GOAvsSKM,False,6
6,GOA,SKM,Md Saptulla,4.0,0,23,1,0,GOAvsSKM,False,7
7,SKM,GOA,Arjun Tendulkar,9.0,2,49,0,0,GOAvsSKM,False,1
8,SKM,GOA,Vasuki Koushik,10.0,3,34,3,0,GOAvsSKM,False,2
9,SKM,GOA,Deepraj Gaonkar (c),7.0,0,29,0,0,GOAvsSKM,False,3
10,SKM,GOA,Shubham Desai,4.0,0,25,0,0,GOAvsSKM,False,4
11,SKM,GOA,Darshan Misal,10.0,0,63,1,0,GOAvsSKM,False,5
12,SKM,GOA,Lalit Yadav,10.0,0,45,1,0,GOAvsSKM,False,6
0,GOA,UTK,Devendra Singh Bora,8.1,1,41,1,0,GOAvsUTK,False,1
1,GOA,UTK,Abhay Negi,10.0,0,50,3,0,GOAvsUTK,False,2
2,GOA,UTK,Agnivesh Ayachi,8.0,0,54,0,0,GOAvsUTK,False,3
3,GOA,UTK,Mayank Mishra,10.0,0,41,1,0,GOAvsUTK,False,4
4,GOA,UTK,J Suchith,10.0,0,54,3,0,GOAvsUTK,False,5
5,GOA,UTK,Shashwat Dangwal,3.0,0,23,0,0,GOAvsUTK,False,6
6,UTK,GOA,Vasuki Koushik,8.0,0,28,1,0,GOAvsUTK,False,1
7,UTK,GOA,Arjun Tendulkar,8.0,0,54,0,0,GOAvsUTK,False,2
8,UTK,GOA,Deepraj Gaonkar (c),9.0,0,57,0,0,GOAvsUTK,False,3
9,UTK,GOA,Lalit Yadav,10.0,0,50,0,0,GOAvsUTK,False,4
10,UTK,GOA,Darshan Misal,7.0,0,53,1,0,GOAvsUTK,False,5
11,UTK,GOA,Shubham Desai,4.2,0,30,1,0,GOAvsUTK,False,6
0,GUJ,AP,Nitish Reddy (c),10.0,0,65,2,0,GUJvsAP,False,1
1,GUJ,AP,Satyanarayana Raju,10.0,0,53,4,1,GUJvsAP,False,2
2,GUJ,AP,Yara Sandeep,10.0,0,46,0,0,GUJvsAP,False,3
3,GUJ,AP,Jagarlapudi Ram,10.0,0,59,1,1,GUJvsAP,False,4
4,GUJ,AP,Midde Anjaneyulu,5.0,0,45,2,2,GUJvsAP,False,5
5,GUJ,AP,Maramreddy Hemanth Reddy,5.0,0,50,0,0,GUJvsAP,False,6
6,AP,GUJ,Chintan Gaja (c),6.0,0,42,0,1,GUJvsAP,False,1
7,AP,GUJ,Arzan Nagwaswalla,10.0,0,69,2,1,GUJvsAP,False,2
8,AP,GUJ,Japagnya Bhatt,9.0,1,61,0,0,GUJvsAP,False,3
9,AP,GUJ,Axar Patel,6.0,0,27,2,1,GUJvsAP,False,4
10,AP,GUJ,Vishal Jayswal,10.0,0,47,0,2,GUJvsAP,False,5
11,AP,GUJ,Ravi Bishnoi,9.0,0,64,3,1,GUJvsAP,False,6
0,GUJ,ODSA,Rajesh Mohanty,10.0,0,76,0,0,GUJvsODSA,False,1
1,GUJ,ODSA,Sambit S Baral,4.0,0,25,0,0,GUJvsODSA,False,2
2,GUJ,ODSA,Debabrata Pradhan,8.0,0,57,1,0,GUJvsODSA,False,3
3,GUJ,ODSA,Soumya Ranjan Lenka,4.0,0,19,1,0,GUJvsODSA,False,4
4,GUJ,ODSA,Sayed Tufayl Ahmad,7.0,0,55,0,0,GUJvsODSA,False,5
5,GUJ,ODSA,G Poddar,10.0,0,44,1,0,GUJvsODSA,False,6
6,GUJ,ODSA,Kartik Biswal,3.0,0,23,0,0,GUJvsODSA,False,7
7,GUJ,ODSA,Samantray (c),4.0,0,33,2,0,GUJvsODSA,False,8
8,ODSA,GUJ,Arzan Nagwaswalla,6.0,1,26,2,0,GUJvsODSA,False,1
9,ODSA,GUJ,Chintan Gaja (c),9.1,1,31,6,0,GUJvsODSA,False,2
10,ODSA,GUJ,Japagnya Bhatt,6.0,0,22,2,0,GUJvsODSA,False,3
11,ODSA,GUJ,Axar Patel,5.0,0,14,0,0,GUJvsODSA,False,4
12,ODSA,GUJ,Ravi Bishnoi,2.0,0,6,0,0,GUJvsODSA,False,5
0,GUJ,RLYS,Rahul Sharma,7.0,0,42,1,0,GUJvsRLYS,False,1
1,GUJ,RLYS,Adarsh Singh,6.0,0,61,1,0,GUJvsRLYS,False,2
2,GUJ,RLYS,Zubair Ali,9.0,0,38,2,0,GUJvsRLYS,False,3
3,GUJ,RLYS,Karn Sharma (c),10.0,0,38,2,0,GUJvsRLYS,False,4
4,GUJ,RLYS,Raj Choudhary,8.4,0,57,3,0,GUJvsRLYS,False,5
5,GUJ,RLYS,Ansh Yadav,7.0,0,40,1,0,GUJvsRLYS,False,6
6,RLYS,GUJ,Arzan Nagwaswalla,9.0,0,52,1,0,GUJvsRLYS,False,1
7,RLYS,GUJ,Chintan Gaja (c),10.0,2,35,2,0,GUJvsRLYS,False,2
8,RLYS,GUJ,Harshal Patel,9.0,0,63,0,0,GUJvsRLYS,False,3
9,RLYS,GUJ,Ravi Bishnoi,10.0,0,54,1,0,GUJvsRLYS,False,4
10,RLYS,GUJ,Jaymeet Patel,3.0,0,25,0,0,GUJvsRLYS,False,5
11,RLYS,GUJ,Vishal Jayswal,7.0,0,51,2,0,GUJvsRLYS,False,6
0,HAR,AP,Satyanarayana Raju,9.5,1,44,5,0,HARvsAP,False,1
1,HAR,AP,Kodavandla Sudharsan,5.0,0,54,0,0,HARvsAP,False,2
2,HAR,AP,B Vinay Kumar,5.0,0,51,0,0,HARvsAP,False,3
3,HAR,AP,Jagarlapudi Ram,10.0,0,61,3,0,HARvsAP,False,4
4,HAR,AP,Bhupathiraju Munish Varma,7.0,0,44,1,0,HARvsAP,False,5
5,HAR,AP,Maramreddy Hemanth Reddy (c),10.0,0,46,1,0,HARvsAP,False,6
6,HAR,AP,Yara Sandeep,3.0,0,20,0,0,HARvsAP,False,7
7,AP,HAR,Anshul Kamboj,10.0,1,40,3,0,HARvsAP,False,1
8,AP,HAR,Ajay Singh,8.0,0,67,0,0,HARvsAP,False,2
9,AP,HAR,Anuj Thakral,8.0,0,53,0,0,HARvsAP,False,3
10,AP,HAR,Samant Jakhar,4.0,0,38,2,0,HARvsAP,False,4
11,AP,HAR,Parth Vats,8.0,0,55,0,0,HARvsAP,False,5
12,AP,HAR,Amit Rana,10.0,0,52,1,0,HARvsAP,False,6
0,HAR,DEL,Ishant,7.0,1,17,3,0,HARvsDEL,False,1
1,HAR,DEL,Navdeep Saini,6.0,0,30,3,0,HARvsDEL,False,2
2,HAR,DEL,Prince Yadav,6.4,1,35,3,0,HARvsDEL,False,3
3,HAR,DEL,Hrithik Shokeen,4.0,0,12,0,0,HARvsDEL,False,4
4,HAR,DEL,Harsh Tyagi,2.0,0,10,1,0,HARvsDEL,False,5
5,DEL,HAR,Anshul Kamboj,5.0,0,29,0,0,HARvsDEL,False,1
6,DEL,HAR,Anuj Thakral,5.0,1,30,1,0,HARvsDEL,False,2
7,DEL,HAR,Ankit Kumar (c),2.0,0,26,0,0,HARvsDEL,False,3
8,DEL,HAR,Amit Rana,1.3,0,21,0,0,HARvsDEL,False,4
0,HAR,GUJ,Nagwaswalla,10.0,0,69,3,0,HARvsGUJ,False,1
1,HAR,GUJ,Chintan Gaja (c),9.0,1,45,0,0,HARvsGUJ,False,2
2,HAR,GUJ,Hemang Patel,9.4,1,69,3,0,HARvsGUJ,False,3
3,HAR,GUJ,Jaymeet Patel,4.0,0,30,1,0,HARvsGUJ,False,4
4,HAR,GUJ,Ravi Bishnoi,10.0,0,43,2,0,HARvsGUJ,False,5
5,HAR,GUJ,Vishal Jayswal,7.0,1,43,0,0,HARvsGUJ,False,6
6,GUJ,HAR,Anshul Kamboj,10.0,0,49,3,0,HARvsGUJ,False,1
7,GUJ,HAR,Sumit Kumar,9.0,0,56,1,0,HARvsGUJ,False,2
8,GUJ,HAR,Anuj Thakral,9.0,0,52,2,0,HARvsGUJ,False,3
9,GUJ,HAR,Samant Jakhar,8.0,0,57,1,0,HARvsGUJ,False,4
10,GUJ,HAR,Amit Rana,4.0,0,25,1,0,HARvsGUJ,False,5
11,GUJ,HAR,Mayank Shandilya,3.0,0,16,0,0,HARvsGUJ,False,6
12,GUJ,HAR,Parth Vats,4.1,0,16,2,0,HARvsGUJ,False,7
0,HAR,RLYS,Rahul Sharma,7.0,3,19,2,0,HARvsRLYS,False,1
1,HAR,RLYS,Zubair Ali,8.0,0,52,0,0,HARvsRLYS,False,2
2,HAR,RLYS,Adarsh Singh,9.0,1,39,3,0,HARvsRLYS,False,3
3,HAR,RLYS,Ashutosh Sharma,4.0,0,36,0,0,HARvsRLYS,False,4
4,HAR,RLYS,Karn Sharma (c),10.0,0,54,2,0,HARvsRLYS,False,5
5,HAR,RLYS,Raj Choudhary,10.0,0,53,0,0,HARvsRLYS,False,6
6,HAR,RLYS,Ansh Yadav,2.0,0,14,0,0,HARvsRLYS,False,7
7,RLYS,HAR,Anshul Kamboj,9.0,0,74,0,0,HARvsRLYS,False,1
8,RLYS,HAR,Sumit Kumar,9.0,2,32,2,0,HARvsRLYS,False,2
9,RLYS,HAR,Anuj Thakral,7.0,1,31,1,0,HARvsRLYS,False,3
10,RLYS,HAR,Himanshu Rana,3.0,0,12,0,0,HARvsRLYS,False,4
11,RLYS,HAR,Amit Rana,8.4,0,63,1,0,HARvsRLYS,False,5
12,RLYS,HAR,Bhuwan Rohilla,6.0,0,37,0,0,HARvsRLYS,False,6
13,RLYS,HAR,Parth Vats,1.0,0,20,0,0,HARvsRLYS,False,7
0,HP,CG,Ravi Kiran,9.0,0,65,3,0,HPvsCG,False,1
1,HP,CG,Dev Aditya Singh,9.0,0,60,2,0,HPvsCG,False,2
2,HP,CG,Vashudev Bareth,9.0,0,49,0,0,HPvsCG,False,3
3,HP,CG,Sarwate,7.0,0,44,1,0,HPvsCG,False,4
4,HP,CG,Ajay Mandal,9.0,0,57,0,0,HPvsCG,False,5
5,HP,CG,Aayush Pandey,7.0,0,38,0,0,HPvsCG,False,6
6,CG,HP,Vaibhav Arora,9.4,0,70,2,0,HPvsCG,False,1
7,CG,HP,Rohit Kumar,10.0,0,79,2,0,HPvsCG,False,2
8,CG,HP,Mridul Surroch (c),8.0,0,27,1,0,HPvsCG,False,3
9,CG,HP,Amanpreet Singh,1.0,0,8,0,0,HPvsCG,False,4
10,CG,HP,Aryaman Singh Dhaliwal,10.0,0,74,1,0,HPvsCG,False,5
11,CG,HP,Nitin Sharma,2.0,0,15,0,0,HPvsCG,False,6
12,CG,HP,Mayank Dagar,9.0,0,42,0,0,HPvsCG,False,7
0,HP,MAH,Pradeep Dadhe,9.0,0,48,1,0,HPvsMAH,False,1
1,HP,MAH,Ramakrishna Ghosh,9.4,0,42,7,0,HPvsMAH,False,2
2,HP,MAH,Rajvardhan Hangargekar,10.0,0,67,1,0,HPvsMAH,False,3
3,HP,MAH,Arshin Kulkarni,1.0,0,8,0,0,HPvsMAH,False,4
4,HP,MAH,Vicky Ostwal,10.0,0,27,0,0,HPvsMAH,False,5
5,HP,MAH,Siddhesh Veer,5.0,0,37,0,0,HPvsMAH,False,6
6,HP,MAH,Satyajeet Bachhav,5.0,0,38,1,0,HPvsMAH,False,7
7,MAH,HP,Vaibhav Arora,10.0,1,56,1,0,HPvsMAH,False,1
8,MAH,HP,Rohit Kumar,10.0,0,47,2,0,HPvsMAH,False,2
9,MAH,HP,Aryaman Singh Dhaliwal,10.0,0,55,2,0,HPvsMAH,False,3
10,MAH,HP,Nitin Sharma,3.0,0,21,0,0,HPvsMAH,False,4
11,MAH,HP,Akash Vasisht,10.0,0,45,0,0,HPvsMAH,False,5
12,MAH,HP,Mridul Surroch (c),7.0,0,36,2,0,HPvsMAH,False,6
0,HP,PUN,Sukhdeep Bajwa,7.2,1,17,4,3,HPvsPUN,False,1
1,HP,PUN,Sumit Sharma,6.0,0,35,1,5,HPvsPUN,False,2
2,HP,PUN,Markande,10.0,0,41,0,0,HPvsPUN,False,3
3,HP,PUN,Krish Bhagat,5.0,0,28,0,1,HPvsPUN,False,4
4,HP,PUN,Gaurav Chaudhary,7.0,0,36,1,2,HPvsPUN,False,5
5,HP,PUN,Ramandeep Singh,4.0,0,32,0,0,HPvsPUN,False,6
6,HP,PUN,Naman Dhir,8.0,1,28,2,0,HPvsPUN,False,7
7,PUN,HP,Rohit Kumar,6.1,0,32,2,2,HPvsPUN,False,1
8,PUN,HP,Vaibhav Arora,7.0,0,47,1,7,HPvsPUN,False,2
9,PUN,HP,Aryaman Singh Dhaliwal,9.0,0,42,0,2,HPvsPUN,False,3
10,PUN,HP,Akash Vasisht,6.0,0,43,1,0,HPvsPUN,False,4
11,PUN,HP,Mridul Surroch (c),5.0,0,39,0,0,HPvsPUN,False,5
12,PUN,HP,Nitin Sharma,2.0,0,12,0,0,HPvsPUN,False,6
13,PUN,HP,Kushal Pal,1.0,0,8,0,0,HPvsPUN,False,7
0,HP,UTK,Akash Madhwal,1.3,0,6,0,0,HPvsUTK,False,1
1,HP,UTK,Jagmohan Nagarkoti,7.0,0,36,1,0,HPvsUTK,False,2
2,HP,UTK,Kunal Chandela (c),1.3,0,6,0,0,HPvsUTK,False,3
3,HP,UTK,Devendra Singh Bora,8.3,0,44,4,0,HPvsUTK,False,4
4,HP,UTK,Avneesh Sudha,7.0,0,38,0,0,HPvsUTK,False,5
5,HP,UTK,Mayank Mishra,10.0,0,51,1,0,HPvsUTK,False,6
6,HP,UTK,Shashwat Dangwal,3.0,0,19,1,0,HPvsUTK,False,7
7,HP,UTK,J Suchith,9.0,1,47,2,0,HPvsUTK,False,8
8,UTK,HP,Vaibhav Arora,7.0,2,26,1,0,HPvsUTK,False,1
9,UTK,HP,Rohit Kumar,8.0,0,18,1,0,HPvsUTK,False,2
10,UTK,HP,Mayank Dagar,2.0,0,13,1,0,HPvsUTK,False,3
11,UTK,HP,Nitin Sharma,4.0,1,29,0,0,HPvsUTK,False,4
12,UTK,HP,Akash Vasisht,7.3,0,30,3,0,HPvsUTK,False,5
13,UTK,HP,Mridul Surroch (c),9.0,0,34,1,0,HPvsUTK,False,6
14,UTK,HP,Amanpreet Singh,3.0,0,13,2,0,HPvsUTK,False,7
0,HYD,ASM,Mukhtar Hussain,4.0,0,27,0,0,HYDvsASM,False,1
1,HYD,ASM,Ayushman Malakar,10.0,0,77,1,0,HYDvsASM,False,2
2,HYD,ASM,Abdul Ajij Kuraishi,9.0,1,71,3,0,HYDvsASM,False,3
3,HYD,ASM,Purkayastha,9.0,0,60,2,0,HYDvsASM,False,4
4,HYD,ASM,Avinov Choudhury,10.0,0,40,0,0,HYDvsASM,False,5
5,HYD,ASM,Sibsankar Roy,5.0,0,26,2,0,HYDvsASM,False,6
6,HYD,ASM,Denish Das,3.0,0,5,0,0,HYDvsASM,False,7
7,ASM,HYD,B Punnaiah,9.0,0,67,0,0,HYDvsASM,False,1
8,ASM,HYD,Chama V Milind (c),10.0,1,68,3,0,HYDvsASM,False,2
9,ASM,HYD,Nitin Sai Yadav,10.0,0,49,0,0,HYDvsASM,False,3
10,ASM,HYD,Aniketh Reddy,10.0,0,52,0,0,HYDvsASM,False,4
11,ASM,HYD,K Nitesh Reddy,3.0,0,23,0,0,HYDvsASM,False,5
12,ASM,HYD,Aelgani Varun Goud,7.3,0,52,1,0,HYDvsASM,False,6
0,HYD,BEN,Shami,10.0,1,70,3,2,HYDvsBEN,False,1
1,HYD,BEN,Akash Deep,8.0,0,78,0,7,HYDvsBEN,False,2
2,HYD,BEN,Mukesh Kumar,7.0,0,55,0,1,HYDvsBEN,False,3
3,HYD,BEN,Shahbaz Ahmed,10.0,0,57,1,0,HYDvsBEN,False,4
4,HYD,BEN,Rohit Das,10.0,0,61,1,0,HYDvsBEN,False,5
5,HYD,BEN,Karan Lal,5.0,0,28,0,0,HYDvsBEN,False,6
6,BEN,HYD,Mohammed Siraj,10.0,0,58,4,4,HYDvsBEN,False,1
7,BEN,HYD,Chama V Milind,7.0,0,38,1,0,HYDvsBEN,False,2
8,BEN,HYD,Chinntla Rakshan Readdi,7.0,0,27,1,0,HYDvsBEN,False,3
9,BEN,HYD,Nitin Sai Yadav,7.0,0,38,1,0,HYDvsBEN,False,4
10,BEN,HYD,Pranav Varma,7.0,0,46,1,1,HYDvsBEN,False,5
11,BEN,HYD,K Nitesh Reddy,6.4,0,32,2,0,HYDvsBEN,False,6
0,HYD,CDG,Jagjit Singh,10.0,2,43,3,0,HYDvsCDG,False,1
1,HYD,CDG,Rohit Dhanda,10.0,0,64,2,0,HYDvsCDG,False,2
2,HYD,CDG,Hartejassvi Kapoor,8.0,0,47,2,0,HYDvsCDG,False,3
3,HYD,CDG,Vishu Kashyap,10.0,0,58,2,0,HYDvsCDG,False,4
4,HYD,CDG,Hardik Chowdhry,4.0,0,34,0,0,HYDvsCDG,False,5
5,HYD,CDG,Taranpreet Singh,8.0,0,38,0,0,HYDvsCDG,False,6
6,CDG,HYD,Mohammed Siraj,8.0,3,19,1,0,HYDvsCDG,False,1
7,CDG,HYD,Chama V Milind,6.0,2,20,2,0,HYDvsCDG,False,2
8,CDG,HYD,Aniketh Reddy,7.1,0,24,1,0,HYDvsCDG,False,3
9,CDG,HYD,Chinntla Rakshan Readdi,7.0,1,34,3,0,HYDvsCDG,False,4
10,CDG,HYD,Tilak Varma (c),2.0,0,24,0,0,HYDvsCDG,False,5
11,CDG,HYD,K Nitesh Reddy,6.5,0,27,2,0,HYDvsCDG,False,6
12,CDG,HYD,Aelgani Varun Goud,0.4,0,0,1,0,HYDvsCDG,False,7
0,HYD,JK,Auqib Nabi Dar,10.0,0,56,3,0,HYDvsJK,False,1
1,HYD,JK,Yudhvir Singh Charak,5.0,0,50,1,0,HYDvsJK,False,2
2,HYD,JK,Sunil Kumar,7.0,0,39,0,0,HYDvsJK,False,3
3,HYD,JK,Vanshaj Sharma,10.0,0,29,1,0,HYDvsJK,False,4
4,HYD,JK,Abid Mushtaq,10.0,0,50,2,0,HYDvsJK,False,5
5,HYD,JK,Sahil Lotra,8.0,0,38,1,0,HYDvsJK,False,6
6,JK,HYD,Mohammed Siraj,10.0,2,45,2,4,HYDvsJK,False,1
7,JK,HYD,Chama V Milind (c),8.0,0,54,2,0,HYDvsJK,False,2
8,JK,HYD,Chinntla Rakshan Readdi,9.0,0,47,1,4,HYDvsJK,False,3
9,JK,HYD,Nitin Sai Yadav,10.0,0,40,1,0,HYDvsJK,False,4
10,JK,HYD,Pranav Varma,6.5,0,45,0,0,HYDvsJK,False,5
11,JK,HYD,K Nitesh Reddy,3.0,0,17,0,0,HYDvsJK,False,6
12,JK,HYD,Aelgani Varun Goud,1.0,0,22,0,0,HYDvsJK,False,7
0,JHKD,KAR,Abhilash Shetty,10.0,1,72,4,6,JHKDvsKAR,False,1
1,JHKD,KAR,Vidyadhar Patil,10.0,0,66,2,5,JHKDvsKAR,False,2
2,JHKD,KAR,Vijaykumar Vyshak,10.0,0,81,0,7,JHKDvsKAR,False,3
3,JHKD,KAR,Shreyas Gopal,10.0,0,79,2,4,JHKDvsKAR,False,4
4,JHKD,KAR,Dhruv Prabhakar,7.0,0,74,1,2,JHKDvsKAR,False,5
5,JHKD,KAR,Karun Nair,3.0,0,30,0,0,JHKDvsKAR,False,6
6,KAR,JHKD,Vikash Singh,7.0,0,85,0,2,JHKDvsKAR,False,1
7,KAR,JHKD,Saurabh Shekhar,8.0,0,81,2,3,JHKDvsKAR,False,2
8,KAR,JHKD,Sushant Mishra,8.0,0,75,1,3,JHKDvsKAR,False,3
9,KAR,JHKD,Shubh Sharma,4.3,0,37,0,3,JHKDvsKAR,False,4
10,KAR,JHKD,Anukul Roy,10.0,0,61,0,1,JHKDvsKAR,False,5
11,KAR,JHKD,Utkarsh Singh,10.0,0,71,2,2,JHKDvsKAR,False,6
0,JHKD,KER,Nidheesh,10.0,3,46,4,0,JHKDvsKER,False,1
1,JHKD,KER,Eden Apple,10.0,0,76,1,0,JHKDvsKER,False,2
2,JHKD,KER,Ankit Sharma,10.0,0,41,0,0,JHKDvsKER,False,3
3,JHKD,KER,Muhammed Sharafuddeen,4.0,0,41,0,0,JHKDvsKER,False,4
4,JHKD,KER,Aparajith,10.0,0,56,2,0,JHKDvsKER,False,5
5,JHKD,KER,Vignesh Puthur,6.0,0,40,0,0,JHKDvsKER,False,6
6,KER,JHKD,Vikash Singh,8.0,0,63,1,0,JHKDvsKER,False,1
7,KER,JHKD,Shubham Singh,8.0,0,46,1,0,JHKDvsKER,False,2
8,KER,JHKD,Anukul Roy,10.0,1,66,0,0,JHKDvsKER,False,3
9,KER,JHKD,Manishi,10.0,0,72,0,0,JHKDvsKER,False,4
10,KER,JHKD,Rajandeep Singh,2.0,0,26,0,0,JHKDvsKER,False,5
11,KER,JHKD,Utkarsh Singh,3.0,0,25,0,0,JHKDvsKER,False,6
12,KER,JHKD,Shikhar Mohan,1.3,0,13,0,0,JHKDvsKER,False,7
0,JHKD,PDC,Vishal Khokhar,6.0,0,37,1,0,JHKDvsPDC,False,1
1,JHKD,PDC,Parth Vaghani,9.0,0,55,3,0,JHKDvsPDC,False,2
2,JHKD,PDC,Aman Khan (c),10.0,0,123,1,0,JHKDvsPDC,False,3
3,JHKD,PDC,Jayant Yadav,10.0,0,50,1,0,JHKDvsPDC,False,4
4,JHKD,PDC,Sagar Udeshi,10.0,1,63,1,0,JHKDvsPDC,False,5
5,JHKD,PDC,Krishna Pandey,4.0,0,29,0,0,JHKDvsPDC,False,6
6,JHKD,PDC,Akash Pugazhanthi,1.0,0,9,0,0,JHKDvsPDC,False,7
7,PDC,JHKD,Sushant Mishra,7.0,1,23,2,0,JHKDvsPDC,False,1
8,PDC,JHKD,Shubham Singh,7.0,1,48,0,0,JHKDvsPDC,False,2
9,PDC,JHKD,Rajandeep Singh,8.0,0,47,3,0,JHKDvsPDC,False,3
10,PDC,JHKD,Anukul Roy,9.4,0,58,2,0,JHKDvsPDC,False,4
11,PDC,JHKD,Manishi,10.0,0,57,1,0,JHKDvsPDC,False,5
0,JHKD,RAJ,Khaleel Ahmed,10.0,2,49,4,0,JHKDvsRAJ,False,1
1,JHKD,RAJ,Aniket Choudhary,10.0,0,59,1,0,JHKDvsRAJ,False,2
2,JHKD,RAJ,Manav Suthar (c),8.0,0,55,0,1,JHKDvsRAJ,False,3
3,JHKD,RAJ,Ashok Sharma,9.0,0,58,2,0,JHKDvsRAJ,False,4
4,JHKD,RAJ,Kukna Ajay Singh,4.0,0,19,1,2,JHKDvsRAJ,False,5
5,JHKD,RAJ,Deepak Hooda,9.0,0,50,0,1,JHKDvsRAJ,False,6
6,RAJ,JHKD,Sushant Mishra,10.0,1,32,2,2,JHKDvsRAJ,False,1
7,RAJ,JHKD,Shubham Singh,10.0,1,50,6,0,JHKDvsRAJ,False,2
8,RAJ,JHKD,Shubh Sharma,3.0,1,14,0,1,JHKDvsRAJ,False,3
9,RAJ,JHKD,Anukul Roy,10.0,0,43,0,1,JHKDvsRAJ,False,4
