Unnamed: 0,Against,Team,Bowler,Overs,Maidens,Runs,Wickets,Economy,match_id,is_plate,bowling_position
10,RAJ,JHKD,Rajandeep Singh,2.0,0,8,0,0,JHKDvsRAJ,False,5
11,RAJ,JHKD,Manishi,9.0,0,40,1,0,JHKDvsRAJ,False,6
12,RAJ,JHKD,Utkarsh Singh,6.0,0,38,1,1,JHKDvsRAJ,False,7
0,JK,ASM,Mukhtar Hussain,10.0,0,84,0,1,JKvsASM,False,1
1,JK,ASM,Ayushman Malakar,10.0,1,73,2,2,JKvsASM,False,2
2,JK,ASM,Avinov Choudhury,10.0,0,63,1,1,JKvsASM,False,3
3,JK,ASM,Rahul Singh,10.0,0,53,1,1,JKvsASM,False,4
4,JK,ASM,Denish Das,8.0,0,46,2,0,JKvsASM,False,5
5,JK,ASM,Purkayastha,2.0,0,17,0,0,JKvsASM,False,6
6,ASM,JK,Auqib Nabi Dar,5.0,1,27,0,1,JKvsASM,False,1
7,ASM,JK,Yudhvir Singh Charak,7.0,0,30,2,6,JKvsASM,False,2
8,ASM,JK,Abid Mushtaq,8.1,0,52,1,5,JKvsASM,False,3
9,ASM,JK,Lone Nasir Muzaffar,4.0,0,29,1,0,JKvsASM,False,4
10,ASM,JK,Murugan Ashwin,9.0,0,34,5,6,JKvsASM,False,5
11,ASM,JK,Abdul Samad,3.0,0,21,1,0,JKvsASM,False,6
0,JK,BEN,Shami,6.0,2,14,2,0,JKvsBEN,False,1
1,JK,BEN,Akash Deep,8.4,1,32,4,0,JKvsBEN,False,2
2,JK,BEN,Mukesh Kumar,6.0,0,16,4,0,JKvsBEN,False,3
3,BEN,JK,Auqib Nabi Dar,3.0,0,21,1,0,JKvsBEN,False,1
4,BEN,JK,Sunil Kumar,3.0,0,18,0,0,JKvsBEN,False,2
5,BEN,JK,Yudhvir Singh Charak,3.0,0,22,0,0,JKvsBEN,False,3
6,BEN,JK,Shubham Khajuria,0.3,0,2,0,0,JKvsBEN,False,4
0,JK,VID,Praful Hinge,9.0,0,68,1,0,JKvsVID,False,1
1,JK,VID,Darshan Nalkande,7.0,0,58,2,0,JKvsVID,False,2
2,JK,VID,Yash Thakur,10.0,0,73,3,0,JKvsVID,False,3
3,JK,VID,Harsh Dubey (c),10.0,0,46,1,0,JKvsVID,False,4
4,JK,VID,Parth Rekhade,10.0,0,50,0,0,JKvsVID,False,5
5,JK,VID,Yash Kadam,4.0,0,10,2,0,JKvsVID,False,6
6,VID,JK,Auqib Nabi Dar,9.3,1,65,2,0,JKvsVID,False,1
7,VID,JK,Yudhvir Singh Charak,10.0,0,69,3,0,JKvsVID,False,2
8,VID,JK,Lone Nasir Muzaffar,7.0,0,58,0,0,JKvsVID,False,3
9,VID,JK,Abid Mushtaq,10.0,0,49,0,0,JKvsVID,False,4
10,VID,JK,Murugan Ashwin,10.0,0,59,0,0,JKvsVID,False,5
11,VID,JK,Shubham Khajuria,1.0,0,4,0,0,JKvsVID,False,6
12,VID,JK,Abdul Samad,1.0,0,8,0,0,JKvsVID,False,7
0,KAR,MP,Venkatesh Iyer (c),5.0,0,31,0,4,KARvsMP,False,1
1,KAR,MP,Aryan Pandey,5.4,1,28,1,0,KARvsMP,False,2
2,KAR,MP,Tripuresh Singh,7.0,0,29,1,1,KARvsMP,False,3
3,KAR,MP,Saransh Jain,10.0,2,25,0,1,KARvsMP,False,4
4,KAR,MP,Kumar Kartikeya,10.0,1,46,1,5,KARvsMP,False,5
5,KAR,MP,Shivang Kumar,10.0,0,45,5,2,KARvsMP,False,6
6,MP,KAR,Vidhwath Kaverappa,6.0,1,57,0,2,KARvsMP,False,1
7,MP,KAR,Abhilash Shetty,3.2,0,31,0,1,KARvsMP,False,2
8,MP,KAR,Shreesha Achar,5.0,0,42,1,1,KARvsMP,False,3
9,MP,KAR,Vidyadhar Patil,5.0,0,24,1,0,KARvsMP,False,4
10,MP,KAR,Shreyas Gopal,3.0,0,36,1,0,KARvsMP,False,5
11,MP,KAR,Devdutt Padikkal,1.0,0,15,0,0,KARvsMP,False,6
0,KAR,PDC,Vishal Khokhar,8.0,0,76,1,5,KARvsPDC,False,1
1,KAR,PDC,Parth Vaghani,9.0,1,73,1,1,KARvsPDC,False,2
2,KAR,PDC,Aman Khan (c),5.0,0,29,0,0,KARvsPDC,False,3
3,KAR,PDC,Jayant Yadav,9.0,1,41,1,1,KARvsPDC,False,4
4,KAR,PDC,Sagar Udeshi,10.0,0,64,0,1,KARvsPDC,False,5
5,KAR,PDC,Sidak Singh,9.0,0,79,1,0,KARvsPDC,False,6
6,PDC,KAR,Vidhwath Kaverappa,9.0,0,30,2,0,KARvsPDC,False,1
7,PDC,KAR,Abhilash Shetty,9.0,0,52,1,0,KARvsPDC,False,2
8,PDC,KAR,Shreesha Achar,10.0,0,46,1,0,KARvsPDC,False,3
9,PDC,KAR,Manvanth Kumar L,8.0,0,52,3,0,KARvsPDC,False,4
10,PDC,KAR,Shreyas Gopal,9.0,0,72,1,0,KARvsPDC,False,5
11,PDC,KAR,Karun Nair,5.0,0,38,2,0,KARvsPDC,False,6
0,KAR,RAJ,Khaleel Ahmed,10.0,0,68,1,0,KARvsRAJ,False,1
1,KAR,RAJ,Aman Shekhawat,10.0,0,71,1,0,KARvsRAJ,False,2
2,KAR,RAJ,Kukna Ajay Singh,10.0,0,66,2,0,KARvsRAJ,False,3
3,KAR,RAJ,Ashok Sharma,10.0,0,66,1,0,KARvsRAJ,False,4
4,KAR,RAJ,Manav Suthar (c),10.0,0,51,2,0,KARvsRAJ,False,5
5,RAJ,KAR,Prasidh Krishna,8.0,0,36,5,0,KARvsRAJ,False,1
6,RAJ,KAR,Vijaykumar Vyshak,7.0,0,33,1,0,KARvsRAJ,False,2
7,RAJ,KAR,Manvanth Kumar L,4.0,0,15,0,0,KARvsRAJ,False,3
8,RAJ,KAR,Shreesha Achar,9.0,0,35,2,0,KARvsRAJ,False,4
9,RAJ,KAR,Shreyas Gopal,7.0,0,45,2,0,KARvsRAJ,False,5
10,RAJ,KAR,Karun Nair,3.0,0,10,0,0,KARvsRAJ,False,6
0,KAR,TRI,Abhijit K Sarkar,10.0,0,50,4,2,KARvsTRI,False,1
1,KAR,TRI,M Murasingh (c),10.0,0,64,1,3,KARvsTRI,False,2
2,KAR,TRI,Ajay Sarkar,10.0,1,84,1,0,KARvsTRI,False,3
3,KAR,TRI,Viki Saha,10.0,0,53,1,0,KARvsTRI,False,4
4,KAR,TRI,Swapnil Singh,7.0,0,55,0,4,KARvsTRI,False,5
5,KAR,TRI,Vijay Shankar,3.0,0,25,0,1,KARvsTRI,False,6
6,TRI,KAR,Prasidh Krishna,9.0,1,47,1,3,KARvsTRI,False,1
7,TRI,KAR,Vidyadhar Patil,6.0,0,44,1,7,KARvsTRI,False,2
8,TRI,KAR,Vijaykumar Vyshak,10.0,0,54,3,0,KARvsTRI,False,3
9,TRI,KAR,Shreesha Achar,10.0,0,38,1,0,KARvsTRI,False,4
10,TRI,KAR,Shreyas Gopal,9.0,0,33,3,0,KARvsTRI,False,5
11,TRI,KAR,Devdutt Padikkal,3.0,0,14,0,0,KARvsTRI,False,6
12,TRI,KAR,Karun Nair,2.0,0,18,0,6,KARvsTRI,False,7
0,KAR,VID,Yash Thakur,9.4,3,64,2,8,KARvsVID,False,1
1,KAR,VID,Nachiket Bhute,9.0,0,46,1,4,KARvsVID,False,2
2,KAR,VID,Darshan Nalkande,10.0,0,48,5,1,KARvsVID,False,3
3,KAR,VID,Harsh Dubey (c),10.0,0,51,0,0,KARvsVID,False,4
4,KAR,VID,Yash Kadam,8.0,0,39,1,0,KARvsVID,False,5
5,KAR,VID,Atharva Taide,3.0,0,24,0,4,KARvsVID,False,6
6,VID,KAR,Vidhwath Kaverappa,10.0,2,50,0,2,KARvsVID,False,1
7,VID,KAR,Abhilash Shetty,10.0,0,48,3,1,KARvsVID,False,2
8,VID,KAR,Vijaykumar Vyshak,4.0,0,28,0,0,KARvsVID,False,3
9,VID,KAR,Vidyadhar Patil,9.0,1,61,1,1,KARvsVID,False,4
10,VID,KAR,Shreyas Gopal,8.0,0,55,0,0,KARvsVID,False,5
11,VID,KAR,Manvanth Kumar L,4.2,0,32,0,0,KARvsVID,False,6
12,VID,KAR,Dhruv Prabhakar,1.0,0,8,0,0,KARvsVID,False,7
0,KER,KAR,Vidhwath Kaverappa,10.0,0,70,1,0,KERvsKAR,False,1
1,KER,KAR,Abhilash Shetty,10.0,1,59,3,0,KERvsKAR,False,2
2,KER,KAR,Vidyadhar Patil,10.0,0,36,1,0,KERvsKAR,False,3
3,KER,KAR,Shreesha Achar,10.0,0,56,0,0,KERvsKAR,False,4
4,KER,KAR,Shreyas Gopal,10.0,0,61,2,0,KERvsKAR,False,5
5,KAR,KER,MD Nidheesh,9.2,1,48,1,0,KERvsKAR,False,1
6,KAR,KER,Akhil Scaria,7.0,1,44,1,0,KERvsKAR,False,2
7,KAR,KER,KM Asif,8.0,0,60,0,0,KERvsKAR,False,3
8,KAR,KER,Vignesh Puthur,10.0,0,48,0,0,KERvsKAR,False,4
9,KAR,KER,Baba Aparajith,8.0,0,52,0,0,KERvsKAR,False,5
10,KAR,KER,Ankit Sharma,6.0,0,32,0,0,KERvsKAR,False,6
0,KER,TRI,Saurabh Das,8.0,0,71,0,1,KERvsTRI,False,1
1,KER,TRI,M Murasingh (c),10.0,0,72,3,3,KERvsTRI,False,2
2,KER,TRI,Swapnil Singh,10.0,0,61,0,1,KERvsTRI,False,3
3,KER,TRI,Abhijit K Sarkar,10.0,0,60,2,3,KERvsTRI,False,4
4,KER,TRI,Vijay Shankar,10.0,0,57,2,0,KERvsTRI,False,5
5,KER,TRI,Viki Saha,2.0,0,21,0,0,KERvsTRI,False,6
6,TRI,KER,MD Nidheesh,6.0,0,35,1,0,KERvsTRI,False,1
7,TRI,KER,KM Asif,6.0,0,48,1,0,KERvsTRI,False,2
8,TRI,KER,Akhil Scaria,4.0,0,26,0,0,KERvsTRI,False,3
9,TRI,KER,Ankit Sharma,9.0,0,49,2,0,KERvsTRI,False,4
10,TRI,KER,Vignesh Puthur,6.0,0,28,1,0,KERvsTRI,False,5
11,TRI,KER,Baba Aparajith,5.5,1,15,5,0,KERvsTRI,False,6
0,MAH,GOA,Vasuki Koushik,10.0,2,38,3,0,MAHvsGOA,False,1
1,MAH,GOA,Arjun Tendulkar,8.0,1,39,1,0,MAHvsGOA,False,2
2,MAH,GOA,Deepraj Gaonkar (c),9.0,1,65,1,0,MAHvsGOA,False,3
3,MAH,GOA,Darshan Misal,10.0,0,48,1,0,MAHvsGOA,False,4
4,MAH,GOA,Vikash Kanwar Singh,7.0,0,31,0,0,MAHvsGOA,False,5
5,MAH,GOA,Lalit Yadav,6.0,0,28,1,0,MAHvsGOA,False,6
6,GOA,MAH,Ramakrishna Ghosh,10.0,2,35,1,0,MAHvsGOA,False,1
7,GOA,MAH,Pradeep Dadhe,9.0,0,49,1,0,MAHvsGOA,False,2
8,GOA,MAH,Vicky Ostwal,10.0,0,45,1,0,MAHvsGOA,False,3
9,GOA,MAH,Rajvardhan Hangargekar,10.0,0,53,2,0,MAHvsGOA,False,4
10,GOA,MAH,Prashant Solanki,10.0,1,56,4,0,MAHvsGOA,False,5
11,GOA,MAH,Siddharth Mhatre,1.0,0,4,0,0,MAHvsGOA,False,6
0,MAH,MUM,Thakur (c),6.5,1,25,0,0,MAHvsMUM,False,1
1,MAH,MUM,Tushar Deshpande,10.0,0,83,2,0,MAHvsMUM,False,2
2,MAH,MUM,Sylvester DSouza,9.0,0,81,0,0,MAHvsMUM,False,3
3,MAH,MUM,Tanush Kotian,4.1,0,26,0,0,MAHvsMUM,False,4
4,MAH,MUM,Shams Mulani,10.0,0,79,1,0,MAHvsMUM,False,5
5,MAH,MUM,Musheer Khan,10.0,0,64,1,0,MAHvsMUM,False,6
6,MUM,MAH,Pradeep Dadhe,8.0,0,43,3,0,MAHvsMUM,False,1
7,MUM,MAH,Ramakrishna Ghosh,7.0,0,50,1,0,MAHvsMUM,False,2
8,MUM,MAH,Rajvardhan Hangargekar,8.0,0,47,1,0,MAHvsMUM,False,3
9,MUM,MAH,Vicky Ostwal,10.0,1,43,1,0,MAHvsMUM,False,4
10,MUM,MAH,Satyajeet Bachhav,8.3,0,44,2,0,MAHvsMUM,False,5
11,MUM,MAH,Arshin Kulkarni,0.3,0,6,1,0,MAHvsMUM,False,6
0,MAH,UTK,Devendra Singh Bora,10.0,0,81,3,8,MAHvsUTK,False,1
1,MAH,UTK,Naveen Kumar Singh,5.0,0,42,0,2,MAHvsUTK,False,2
2,MAH,UTK,Abhay Negi,10.0,1,61,2,1,MAHvsUTK,False,3
3,MAH,UTK,Mayank Mishra,10.0,1,52,1,0,MAHvsUTK,False,4
4,MAH,UTK,J Suchith,10.0,0,54,1,0,MAHvsUTK,False,5
5,MAH,UTK,Yuvraj Chaudhary,5.0,0,35,0,0,MAHvsUTK,False,6
6,UTK,MAH,Pradeep Dadhe,6.0,0,34,0,1,MAHvsUTK,False,1
7,UTK,MAH,Ramakrishna Ghosh,6.0,0,24,2,1,MAHvsUTK,False,2
8,UTK,MAH,Vicky Ostwal,10.0,0,37,0,1,MAHvsUTK,False,3
9,UTK,MAH,Arshin Kulkarni,2.0,0,15,0,0,MAHvsUTK,False,4
10,UTK,MAH,Rajvardhan Hangargekar,6.0,0,37,3,0,MAHvsUTK,False,5
11,UTK,MAH,Siddhesh Veer,9.0,0,33,2,3,MAHvsUTK,False,6
12,UTK,MAH,Satyajeet Bachhav,4.4,1,22,3,1,MAHvsUTK,False,7
0,MP,JHKD,Sushant Mishra,6.4,0,55,2,0,MPvsJHKD,False,1
1,MP,JHKD,Shubham Singh,7.0,0,34,1,0,MPvsJHKD,False,2
2,MP,JHKD,Utkarsh Singh,7.0,0,30,3,0,MPvsJHKD,False,3
3,MP,JHKD,Anukul Roy,10.0,0,45,1,0,MPvsJHKD,False,4
4,MP,JHKD,Manishi,10.0,0,46,0,0,MPvsJHKD,False,5
5,MP,JHKD,Rajandeep Singh,1.0,0,8,0,0,MPvsJHKD,False,6
6,MP,JHKD,Shikhar Mohan,3.0,0,21,0,0,MPvsJHKD,False,7
7,MP,JHKD,Bal Krishna,4.0,0,35,2,0,MPvsJHKD,False,8
8,JHKD,MP,Tripuresh Singh,8.0,1,45,0,0,MPvsJHKD,False,1
9,JHKD,MP,Mangesh Yadav,4.0,0,23,0,0,MPvsJHKD,False,2
10,JHKD,MP,Saransh Jain,10.0,0,45,0,0,MPvsJHKD,False,3
11,JHKD,MP,Shubham Sharma,6.0,0,42,1,0,MPvsJHKD,False,4
12,JHKD,MP,Kumar Kartikeya,10.0,0,63,3,0,MPvsJHKD,False,5
13,JHKD,MP,Shivang Kumar,9.4,0,56,3,0,MPvsJHKD,False,6
0,MP,KER,Nidheesh,7.1,1,35,1,2,MPvsKER,False,1
1,MP,KER,Muhammed Sharafuddeen,4.0,0,15,0,0,MPvsKER,False,2
2,MP,KER,Ankit Sharma,10.0,0,38,4,1,MPvsKER,False,3
3,MP,KER,Eden Apple,6.0,0,28,1,2,MPvsKER,False,4
4,MP,KER,Aparajith,10.0,0,36,3,0,MPvsKER,False,5
5,MP,KER,Vignesh Puthur,8.0,0,56,0,2,MPvsKER,False,6
6,MP,KER,Vishnu Vinod,1.0,0,4,0,0,MPvsKER,False,7
7,KER,MP,Tripuresh Singh,6.1,1,36,1,2,MPvsKER,False,1
8,KER,MP,Aryan Pandey,3.0,0,17,1,0,MPvsKER,False,2
9,KER,MP,Saransh Jain,8.0,2,17,2,0,MPvsKER,False,3
10,KER,MP,Kumar Kartikeya,10.0,1,37,1,0,MPvsKER,False,4
11,KER,MP,Shivang Kumar,8.0,1,42,2,2,MPvsKER,False,5
12,KER,MP,Shubham Sharma,5.0,0,16,3,1,MPvsKER,False,6
0,MP,PDC,Sagar Udeshi,10.0,2,19,2,0,MPvsPDC,False,1
1,MP,PDC,Parth Vaghani,8.5,0,40,2,0,MPvsPDC,False,2
2,MP,PDC,Jayant Yadav,10.0,0,32,1,0,MPvsPDC,False,3
3,MP,PDC,Sidak Singh,10.0,0,36,1,0,MPvsPDC,False,4
4,MP,PDC,Thivagar Gopal,3.0,0,34,0,0,MPvsPDC,False,5
5,MP,PDC,Aman Khan (c),8.0,0,58,3,0,MPvsPDC,False,6
6,PDC,MP,Kumar Kartikeya,10.0,0,50,1,0,MPvsPDC,False,1
7,PDC,MP,Saransh Jain,10.0,1,51,1,0,MPvsPDC,False,2
8,PDC,MP,Aryan Pandey,4.0,0,21,0,0,MPvsPDC,False,3
9,PDC,MP,Tripuresh Singh,9.0,1,30,0,0,MPvsPDC,False,4
10,PDC,MP,Rahul Batham,4.0,0,25,1,0,MPvsPDC,False,5
11,PDC,MP,Shubham Sharma,4.0,0,27,2,0,MPvsPDC,False,6
12,PDC,MP,Venkatesh Iyer (c),2.0,0,15,0,0,MPvsPDC,False,7
0,MP,RAJ,Khaleel Ahmed,7.0,0,29,0,0,MPvsRAJ,False,1
1,MP,RAJ,Aniket Choudhary,8.0,0,57,0,0,MPvsRAJ,False,2
2,MP,RAJ,Manav Suthar (c),10.0,0,54,2,0,MPvsRAJ,False,3
3,MP,RAJ,Ashok Sharma,9.0,0,62,0,0,MPvsRAJ,False,4
4,MP,RAJ,Kukna Ajay Singh,10.0,0,54,1,0,MPvsRAJ,False,5
5,MP,RAJ,Deepak Hooda,6.0,0,25,2,0,MPvsRAJ,False,6
6,RAJ,MP,Tripuresh Singh,6.0,0,25,0,0,MPvsRAJ,False,1
7,RAJ,MP,Aryan Pandey,8.2,0,28,2,0,MPvsRAJ,False,2
8,RAJ,MP,Kumar Kartikeya,10.0,0,43,2,0,MPvsRAJ,False,3
9,RAJ,MP,Mangesh Yadav,6.0,0,42,1,0,MPvsRAJ,False,4
10,RAJ,MP,Saransh Jain,10.0,0,37,3,0,MPvsRAJ,False,5
11,RAJ,MP,Venkatesh Iyer (c),3.0,0,11,1,0,MPvsRAJ,False,6
0,MUM,GOA,Arjun Tendulkar,8.0,0,78,0,2,MUMvsGOA,False,1
1,MUM,GOA,V Koushik,10.0,2,60,2,8,MUMvsGOA,False,2
2,MUM,GOA,Deepraj Gaonkar (c),7.0,0,57,1,1,MUMvsGOA,False,3
3,MUM,GOA,Shubham Tari,7.0,0,52,0,0,MUMvsGOA,False,4
4,MUM,GOA,Darshan Misal,9.0,0,98,3,1,MUMvsGOA,False,5
5,MUM,GOA,Lalit Yadav,9.0,0,93,2,0,MUMvsGOA,False,6
6,GOA,MUM,Shardul Thakur (c),6.0,0,20,3,1,MUMvsGOA,False,1
7,GOA,MUM,Tushar Deshpande,7.0,0,53,1,2,MUMvsGOA,False,2
8,GOA,MUM,Sylvester DSouza,7.0,1,43,1,0,MUMvsGOA,False,3
9,GOA,MUM,Shams Mulani,9.0,0,69,0,3,MUMvsGOA,False,4
10,GOA,MUM,Musheer Khan,10.0,0,62,1,1,MUMvsGOA,False,5
11,GOA,MUM,Tanush Kotian,8.0,0,57,0,2,MUMvsGOA,False,6
12,GOA,MUM,Yashasvi Jaiswal,3.0,0,52,2,1,MUMvsGOA,False,7
0,MUM,HP,Vaibhav Arora,7.0,0,63,3,0,MUMvsHP,False,1
1,MUM,HP,Rohit Kumar,7.0,0,65,0,0,MUMvsHP,False,2
2,MUM,HP,Abhishek Kumar,7.0,0,62,3,0,MUMvsHP,False,3
3,MUM,HP,Mayank Dagar,6.0,1,54,0,0,MUMvsHP,False,4
4,MUM,HP,Kushal Pal,6.0,0,52,3,0,MUMvsHP,False,5
5,HP,MUM,Tushar Deshpande,7.0,1,53,1,0,MUMvsHP,False,1
6,HP,MUM,Sairaj Patil,7.0,0,50,2,0,MUMvsHP,False,2
7,HP,MUM,Shams Mulani,5.0,0,53,1,0,MUMvsHP,False,3
8,HP,MUM,Shivam Dube,6.4,0,68,4,0,MUMvsHP,False,4
9,HP,MUM,Shashank Attarde,2.0,0,17,0,0,MUMvsHP,False,5
10,HP,MUM,Musheer Khan,5.0,0,47,1,0,MUMvsHP,False,6
0,MUM,KAR,Vidhwath Kaverappa,10.0,0,43,2,5,MUMvsKAR,False,1
1,MUM,KAR,Abhilash Shetty,10.0,0,59,2,2,MUMvsKAR,False,2
2,MUM,KAR,Vidyadhar Patil,10.0,0,42,3,2,MUMvsKAR,False,3
3,MUM,KAR,Vijaykumar Vyshak,10.0,1,59,1,2,MUMvsKAR,False,4
4,MUM,KAR,Shreyas Gopal,10.0,0,45,0,0,MUMvsKAR,False,5
5,KAR,MUM,Mohit Avasthi,6.0,0,24,1,1,MUMvsKAR,False,1
6,KAR,MUM,Onkar Tukaram Tarmale,6.0,0,42,0,7,MUMvsKAR,False,2
7,KAR,MUM,Sairaj Patil,4.0,0,24,0,3,MUMvsKAR,False,3
8,KAR,MUM,Suryansh Shedge,4.0,0,24,0,2,MUMvsKAR,False,4
9,KAR,MUM,Shams Mulani,4.0,0,32,0,0,MUMvsKAR,False,5
10,KAR,MUM,Tanush Kotian,6.0,0,28,0,1,MUMvsKAR,False,6
11,KAR,MUM,Musheer Khan,3.0,1,8,0,0,MUMvsKAR,False,7
0,MUM,UTK,Devendra Singh Bora,10.0,0,74,3,0,MUMvsUTK,False,1
1,MUM,UTK,Jagmohan Nagarkoti,6.0,0,44,1,0,MUMvsUTK,False,2
2,MUM,UTK,Abhay Negi,10.0,0,66,0,0,MUMvsUTK,False,3
3,MUM,UTK,Mayank Mishra,10.0,0,57,1,0,MUMvsUTK,False,4
4,MUM,UTK,J Suchith,10.0,0,60,1,0,MUMvsUTK,False,5
5,MUM,UTK,Yuvraj Chaudhary,4.0,0,27,1,0,MUMvsUTK,False,6
6,UTK,MUM,Shardul Thakur (c),7.0,1,28,2,0,MUMvsUTK,False,1
7,UTK,MUM,Tushar Deshpande,9.0,0,53,0,0,MUMvsUTK,False,2
8,UTK,MUM,Onkar Tukaram Tarmale,7.0,0,40,2,0,MUMvsUTK,False,3
9,UTK,MUM,Shams Mulani,9.0,0,44,1,0,MUMvsUTK,False,4
10,UTK,MUM,Tanush Kotian,9.0,0,50,1,0,MUMvsUTK,False,5
11,UTK,MUM,Musheer Khan,8.0,0,57,2,0,MUMvsUTK,False,6
12,UTK,MUM,Siddhesh Lad,1.0,0,7,0,0,MUMvsUTK,False,7
0,ODSA,DEL,Navdeep Saini,10.0,1,47,0,0,ODSAvsDEL,False,1
1,ODSA,DEL,Divij Mehra,6.0,0,46,0,0,ODSAvsDEL,False,2
2,ODSA,DEL,Prince Yadav,10.0,0,57,2,0,ODSAvsDEL,False,3
3,ODSA,DEL,Harsh Tyagi,10.0,0,41,0,0,ODSAvsDEL,False,4
4,ODSA,DEL,Hrithik Shokeen,10.0,1,27,4,0,ODSAvsDEL,False,5
5,ODSA,DEL,Nitish Rana,4.0,0,48,1,0,ODSAvsDEL,False,6
6,DEL,ODSA,Rajesh Mohanty,8.0,0,42,2,0,ODSAvsDEL,False,1
7,DEL,ODSA,Debabrata Pradhan,7.3,1,28,3,0,ODSAvsDEL,False,2
8,DEL,ODSA,Sambit S Baral,8.0,0,34,3,0,ODSAvsDEL,False,3
9,DEL,ODSA,Govinda Poddar,10.0,0,54,0,0,ODSAvsDEL,False,4
10,DEL,ODSA,Biplab Samantray (c),2.0,0,12,0,0,ODSAvsDEL,False,5
11,DEL,ODSA,Badal Biswal,7.0,1,18,1,0,ODSAvsDEL,False,6
0,ODSA,HAR,Anshul Kamboj,10.0,1,76,1,2,ODSAvsHAR,False,1
1,ODSA,HAR,Sumit Kumar,3.0,1,4,0,0,ODSAvsHAR,False,2
2,ODSA,HAR,Anuj Thakral,10.0,1,68,3,5,ODSAvsHAR,False,3
3,ODSA,HAR,Samant Jakhar,7.0,0,48,1,2,ODSAvsHAR,False,4
4,ODSA,HAR,Parth Vats,10.0,0,60,3,2,ODSAvsHAR,False,5
5,ODSA,HAR,Amit Rana,10.0,0,41,0,0,ODSAvsHAR,False,6
6,HAR,ODSA,Rajesh Mohanty,9.0,1,52,1,3,ODSAvsHAR,False,1
7,HAR,ODSA,Debabrata Pradhan,8.0,0,56,2,0,ODSAvsHAR,False,2
8,HAR,ODSA,Soumya Ranjan Lenka,5.0,0,23,1,1,ODSAvsHAR,False,3
9,HAR,ODSA,Sambit S Baral,9.0,0,59,0,1,ODSAvsHAR,False,4
